t,Date,DOY,hour,air_temperature,PARi,soil_temperature,humidity,ambient_CO2,Wind
1758,27/12/1998,361,21,9.8,0,8.42,0.9,360,6.7
1759,27/12/1998,361,22,10.2,0,8.4,0.89,360,6.7
1760,27/12/1998,361,23,10,0,8.395,0.92,360,6.7
1761,27/12/1998,361,24,9.2,0,8.45,0.9,360,6.7
1762,28/12/1998,362,1,9.4,0,8.36,0.85,360,4.6
1763,28/12/1998,362,2,9.7,0,8.155,0.87,360,4.6
1764,28/12/1998,362,3,9.6,0,8.065,0.89,360,4.6
1765,28/12/1998,362,4,9.9,0,8.045,0.89,360,4.6
1766,28/12/1998,362,5,9.8,0,8.085,0.89,360,4.6
1767,28/12/1998,362,6,8.1,0,8.135,0.92,360,4.6
1768,28/12/1998,362,7,7.6,0,8.075,0.91,360,4.6
1769,28/12/1998,362,8,7.2,0,7.82,0.93,360,4.6
1770,28/12/1998,362,9,7,11.22222222,7.58,0.95,360,4.6
1771,28/12/1998,362,10,7.2,33.66666667,7.425,0.93,360,4.6
1772,28/12/1998,362,11,7.1,67.33333333,7.32,0.92,360,4.6
1773,28/12/1998,362,12,7.2,134.6666667,7.315,0.91,360,4.6
1774,28/12/1998,362,13,7,78.55555556,7.36,0.91,360,4.6
1775,28/12/1998,362,14,7,89.77777778,7.265,0.9,360,4.6
1776,28/12/1998,362,15,6.8,56.11111111,7.185,0.86,360,4.6
1777,28/12/1998,362,16,6.5,11.22222222,7.029,0.85,360,4.6
1778,28/12/1998,362,17,6,0,6.779,0.87,360,4.6
1779,28/12/1998,362,18,5.4,0,6.439,0.88,360,4.6
1780,28/12/1998,362,19,4.8,0,5.987,0.93,360,4.6
1781,28/12/1998,362,20,4.3,0,5.571,0.94,360,4.6
1782,28/12/1998,362,21,4.6,0,5.266,0.94,360,4.6
1783,28/12/1998,362,22,5,0,5.235,0.94,360,4.6
1784,28/12/1998,362,23,5.1,0,5.374,0.93,360,4.6
1785,28/12/1998,362,24,4.9,0,5.471,0.94,360,4.6
1786,29/12/1998,363,1,4.5,0,5.504,0.94,360,4.2
1787,29/12/1998,363,2,4.1,0,5.495,0.95,360,4.2
1788,29/12/1998,363,3,3.8,0,5.437,0.97,360,4.2
1789,29/12/1998,363,4,3.6,0,5.35,0.97,360,4.2
1790,29/12/1998,363,5,3.7,0,5.262,0.99,360,4.2
1791,29/12/1998,363,6,3.1,0,5.208,0.99,360,4.2
1792,29/12/1998,363,7,3,0,5.144,1,360,4.2
1793,29/12/1998,363,8,2.8,0,5.023,1,360,4.2
1794,29/12/1998,363,9,3.1,56.11111111,4.908,1,360,4.2
1795,29/12/1998,363,10,4.4,213.2222222,4.945,1,360,4.2
1796,29/12/1998,363,11,5.6,303,5.162,0.98,360,4.2
1797,29/12/1998,363,12,6.1,291.7777778,5.599,0.93,360,4.2
1798,29/12/1998,363,13,8.1,460.1111111,6.054,0.87,360,4.2
1799,29/12/1998,363,14,8.5,404,6.546,0.85,360,4.2
1800,29/12/1998,363,15,8.6,190.7777778,6.815,0.87,360,4.2
1801,29/12/1998,363,16,8.4,44.88888889,6.747,0.87,360,4.2
1802,29/12/1998,363,17,8.3,0,6.533,0.87,360,4.2
1803,29/12/1998,363,18,7.6,0,6.287,0.89,360,4.2
1804,29/12/1998,363,19,7.6,0,6.091,0.88,360,4.2
1805,29/12/1998,363,20,7.9,0,5.953,0.86,360,4.2
1806,29/12/1998,363,21,8.3,0,5.841,0.82,360,4.2
1807,29/12/1998,363,22,7.9,0,5.74,0.79,360,4.2
1808,29/12/1998,363,23,7.8,0,5.663,0.8,360,4.2
1809,29/12/1998,363,24,7.5,0,5.562,0.8,360,4.2
1810,30/12/1998,364,1,7.1,0,5.395,0.81,360,4.3
1811,30/12/1998,364,2,7.2,0,5.241,0.8,360,4.3
1812,30/12/1998,364,3,7.2,0,5.163,0.79,360,4.3
1813,30/12/1998,364,4,8.2,0,5.177,0.76,360,4.3
1814,30/12/1998,364,5,8.4,0,5.242,0.76,360,4.3
1815,30/12/1998,364,6,8.5,0,5.429,0.75,360,4.3
1816,30/12/1998,364,7,8.7,0,5.641,0.75,360,4.3
1817,30/12/1998,364,8,9.3,0,5.804,0.73,360,4.3
1818,30/12/1998,364,9,9.3,33.66666667,5.967,0.74,360,4.3
1819,30/12/1998,364,10,9.6,89.77777778,6.176,0.74,360,4.3
1820,30/12/1998,364,11,9.5,134.6666667,6.408,0.76,360,4.3
1821,30/12/1998,364,12,9.6,123.4444444,6.671,0.78,360,4.3
1822,30/12/1998,364,13,9.8,145.8888889,6.884,0.77,360,4.3
1823,30/12/1998,364,14,9.8,134.6666667,7.05,0.76,360,4.3
1824,30/12/1998,364,15,9.7,78.55555556,7.13,0.75,360,4.3
1825,30/12/1998,364,16,9.7,11.22222222,7.09,0.76,360,4.3
1826,30/12/1998,364,17,9.6,0,7.025,0.77,360,4.3
1827,30/12/1998,364,18,9.3,0,6.957,0.8,360,4.3
1828,30/12/1998,364,19,9.5,0,6.896,0.8,360,4.3
1829,30/12/1998,364,20,9.1,0,6.829,0.81,360,4.3
1830,30/12/1998,364,21,8.7,0,6.805,0.85,360,4.3
1831,30/12/1998,364,22,8.6,0,6.777,0.88,360,4.3
1832,30/12/1998,364,23,8.6,0,6.833,0.92,360,4.3
1833,30/12/1998,364,24,8.5,0,6.949,0.94,360,4.3
1834,31/12/1998,365,1,8.4,0,7.075,0.94,360,5.3
1835,31/12/1998,365,2,8.3,0,7.15,0.95,360,5.3
1836,31/12/1998,365,3,8.3,0,7.19,0.95,360,5.3
1837,31/12/1998,365,4,8,0,7.22,0.94,360,5.3
1838,31/12/1998,365,5,8.2,0,7.235,0.94,360,5.3
1839,31/12/1998,365,6,8.1,0,7.23,0.94,360,5.3
1840,31/12/1998,365,7,7.8,0,7.195,0.94,360,5.3
1841,31/12/1998,365,8,7.6,0,7.17,0.94,360,5.3
1842,31/12/1998,365,9,7.9,22.44444444,7.13,0.93,360,5.3
1843,31/12/1998,365,10,8.2,89.77777778,7.145,0.91,360,5.3
1844,31/12/1998,365,11,8.8,190.7777778,7.24,0.87,360,5.3
1845,31/12/1998,365,12,8.8,224.4444444,7.495,0.85,360,5.3
1846,31/12/1998,365,13,9.2,168.3333333,7.705,0.84,360,5.3
1847,31/12/1998,365,14,9.9,280.5555556,7.835,0.8,360,5.3
1848,31/12/1998,365,15,9.9,179.5555556,8.02,0.79,360,5.3
1849,31/12/1998,365,16,10.1,101,8.01,0.73,360,5.3
1850,31/12/1998,365,17,10.3,0,7.765,0.74,360,5.3
1851,31/12/1998,365,18,9.9,0,7.51,0.74,360,5.3
1852,31/12/1998,365,19,10,0,7.35,0.72,360,5.3
1853,31/12/1998,365,20,9.7,0,7.27,0.72,360,5.3
1854,31/12/1998,365,21,9.7,0,7.125,0.71,360,5.3
1855,31/12/1998,365,22,9.7,0,6.923,0.7,360,5.3
1856,31/12/1998,365,23,9.3,0,6.86,0.71,360,5.3
1857,31/12/1998,365,24,9.4,0,6.859,0.74,360,5.3
1858,01/01/1999,1,1,8.9,0,6.797,0.76,360,3.1
1859,01/01/1999,1,2,9.1,0,6.639,0.76,360,3.1
1860,01/01/1999,1,3,8.6,0,6.538,0.77,360,3.1
1861,01/01/1999,1,4,8.2,0,6.485,0.77,360,3.1
1862,01/01/1999,1,5,7.5,0,6.297,0.8,360,3.1
1863,01/01/1999,1,6,7.2,0,5.943,0.81,360,3.1
1864,01/01/1999,1,7,6.9,0,5.646,0.82,360,3.1
1865,01/01/1999,1,8,6.9,0,5.421,0.85,360,3.1
1866,01/01/1999,1,9,7.7,101,5.104,0.84,360,3.1
1867,01/01/1999,1,10,8.9,269.3333333,5.152,0.81,360,3.1
1868,01/01/1999,1,11,9.2,460.1111111,5.721,0.79,360,3.1
1869,01/01/1999,1,12,9.5,280.5555556,6.477,0.78,360,3.1
1870,01/01/1999,1,13,9.4,224.4444444,7.003,0.78,360,3.1
1871,01/01/1999,1,14,10.4,370.3333333,7.365,0.76,360,3.1
1872,01/01/1999,1,15,10.2,291.7777778,7.605,0.77,360,3.1
1873,01/01/1999,1,16,9,67.33333333,7.495,0.85,360,3.1
1874,01/01/1999,1,17,7.8,0,7.057,0.89,360,3.1
1875,01/01/1999,1,18,7.8,0,6.549,0.89,360,3.1
1876,01/01/1999,1,19,8,0,6.15,0.83,360,3.1
1877,01/01/1999,1,20,7.3,0,5.959,0.86,360,3.1
1878,01/01/1999,1,21,7.4,0,5.768,0.89,360,3.1
1879,01/01/1999,1,22,7,0,5.645,0.9,360,3.1
1880,01/01/1999,1,23,6.6,0,5.564,0.93,360,3.1
1881,01/01/1999,1,24,6.7,0,5.515,0.92,360,3.1
1882,02/01/1999,2,1,7,0,5.539,0.93,360,6.1
1883,02/01/1999,2,2,7.2,0,5.577,0.91,360,6.1
1884,02/01/1999,2,3,7.9,0,5.679,0.88,360,6.1
1885,02/01/1999,2,4,7.6,0,5.825,0.88,360,6.1
1886,02/01/1999,2,5,7.5,0,5.924,0.88,360,6.1
1887,02/01/1999,2,6,7.5,0,6.017,0.88,360,6.1
1888,02/01/1999,2,7,7.4,0,6.051,0.88,360,6.1
1889,02/01/1999,2,8,7,0,6.067,0.92,360,6.1
1890,02/01/1999,2,9,7.4,11.22222222,6.127,0.89,360,6.1
1891,02/01/1999,2,10,7.7,56.11111111,6.224,0.89,360,6.1
1892,02/01/1999,2,11,8.1,101,6.391,0.9,360,6.1
1893,02/01/1999,2,12,8.6,179.5555556,6.621,0.88,360,6.1
1894,02/01/1999,2,13,9.1,291.7777778,6.949,0.87,360,6.1
1895,02/01/1999,2,14,9.9,314.2222222,7.33,0.82,360,6.1
1896,02/01/1999,2,15,9.5,224.4444444,7.44,0.82,360,6.1
1897,02/01/1999,2,16,8.6,44.88888889,7.34,0.87,360,6.1
1898,02/01/1999,2,17,8.4,0,7.085,0.9,360,6.1
1899,02/01/1999,2,18,5,0,6.95,0.96,360,6.1
1900,02/01/1999,2,19,5.3,0,6.508,0.94,360,6.1
1901,02/01/1999,2,20,4.9,0,6.125,0.94,360,6.1
1902,02/01/1999,2,21,5.2,0,5.72,0.91,360,6.1
1903,02/01/1999,2,22,5.5,0,5.403,0.88,360,6.1
1904,02/01/1999,2,23,5.6,0,5.246,0.88,360,6.1
1905,02/01/1999,2,24,5.4,0,5.076,0.88,360,6.1
1906,03/01/1999,3,1,4.7,0,4.863,0.88,360,6.6
1907,03/01/1999,3,2,4.2,0,4.598,0.9,360,6.6
1908,03/01/1999,3,3,4.7,0,4.363,0.9,360,6.6
1909,03/01/1999,3,4,5.1,0,4.282,0.9,360,6.6
1910,03/01/1999,3,5,5.6,0,4.317,0.92,360,6.6
1911,03/01/1999,3,6,6,0,4.506,0.94,360,6.6
1912,03/01/1999,3,7,6.4,0,4.825,0.94,360,6.6
1913,03/01/1999,3,8,7.2,0,5.128,0.95,360,6.6
1914,03/01/1999,3,9,8,33.66666667,5.509,0.95,360,6.6
1915,03/01/1999,3,10,9.1,67.33333333,5.955,0.94,360,6.6
1916,03/01/1999,3,11,11.1,101,6.485,0.86,360,6.6
1917,03/01/1999,3,12,11.3,381.5555556,7.029,0.68,360,6.6
1918,03/01/1999,3,13,10.2,213.2222222,7.375,0.71,360,6.6
1919,03/01/1999,3,14,9.8,235.6666667,7.32,0.7,360,6.6
1920,03/01/1999,3,15,9.3,246.8888889,7.12,0.7,360,6.6
1921,03/01/1999,3,16,8.8,145.8888889,6.895,0.71,360,6.6
1922,03/01/1999,3,17,7.4,0,6.568,0.8,360,6.6
1923,03/01/1999,3,18,7.4,0,6.175,0.8,360,6.6
1924,03/01/1999,3,19,7.6,0,5.997,0.79,360,6.6
1925,03/01/1999,3,20,7.2,0,5.984,0.87,360,6.6
1926,03/01/1999,3,21,7.3,0,6.056,0.91,360,6.6
1927,03/01/1999,3,22,7.5,0,6.137,0.9,360,6.6
1928,03/01/1999,3,23,7.8,0,6.234,0.91,360,6.6
1929,03/01/1999,3,24,8.1,0,6.355,0.93,360,6.6
1930,04/01/1999,4,1,8.8,0,6.525,0.96,360,6
1931,04/01/1999,4,2,9.5,0,6.797,0.96,360,6
1932,04/01/1999,4,3,10.5,0,7.145,0.97,360,6
1933,04/01/1999,4,4,11.8,0,7.535,0.96,360,6
1934,04/01/1999,4,5,12.1,0,8,0.94,360,6
1935,04/01/1999,4,6,11.9,0,8.455,0.95,360,6
1936,04/01/1999,4,7,11.9,0,8.71,0.94,360,6
1937,04/01/1999,4,8,12.1,0,8.885,0.94,360,6
1938,04/01/1999,4,9,12.4,67.33333333,9.035,0.91,360,6
1939,04/01/1999,4,10,12.4,157.1111111,9.27,0.92,360,6
1940,04/01/1999,4,11,12.9,134.6666667,9.58,0.91,360,6
1941,04/01/1999,4,12,13.3,213.2222222,9.86,0.9,360,6
1942,04/01/1999,4,13,13.5,303,10.205,0.89,360,6
1943,04/01/1999,4,14,13.4,168.3333333,10.515,0.89,360,6
1944,04/01/1999,4,15,13.3,78.55555556,10.595,0.9,360,6
1945,04/01/1999,4,16,12.6,22.44444444,10.58,0.92,360,6
1946,04/01/1999,4,17,12.7,0,10.48,0.93,360,6
1947,04/01/1999,4,18,12.5,0,10.38,0.93,360,6
1948,04/01/1999,4,19,12.6,0,10.27,0.92,360,6
1949,04/01/1999,4,20,12.6,0,10.27,0.91,360,6
1950,04/01/1999,4,21,12.5,0,10.29,0.92,360,6
1951,04/01/1999,4,22,12.5,0,10.275,0.92,360,6
1952,04/01/1999,4,23,12.4,0,10.245,0.93,360,6
1953,04/01/1999,4,24,12.2,0,10.19,0.93,360,6
1954,05/01/1999,5,1,12.2,0,10.205,0.91,360,2.8
1955,05/01/1999,5,2,10.9,0,10.175,0.91,360,2.8
1956,05/01/1999,5,3,10.4,0,9.845,0.91,360,2.8
1957,05/01/1999,5,4,9.5,0,9.395,0.92,360,2.8
1958,05/01/1999,5,5,8.9,0,9.025,0.93,360,2.8
1959,05/01/1999,5,6,7.9,0,8.69,0.96,360,2.8
1960,05/01/1999,5,7,8.3,0,8.335,0.97,360,2.8
1961,05/01/1999,5,8,9.2,0,7.99,0.96,360,2.8
1962,05/01/1999,5,9,8.9,112.2222222,7.69,0.94,360,2.8
1963,05/01/1999,5,10,12.4,347.8888889,7.85,0.84,360,2.8
1964,05/01/1999,5,11,12.4,392.7777778,8.495,0.83,360,2.8
1965,05/01/1999,5,12,13.9,583.5555556,9.155,0.79,360,2.8
1966,05/01/1999,5,13,14.6,583.5555556,9.865,0.73,360,2.8
1967,05/01/1999,5,14,14.8,505,10.38,0.71,360,2.8
1968,05/01/1999,5,15,13.8,314.2222222,10.58,0.73,360,2.8
1969,05/01/1999,5,16,12.6,112.2222222,10.305,0.78,360,2.8
1970,05/01/1999,5,17,12,0,9.785,0.83,360,2.8
1971,05/01/1999,5,18,11.9,0,9.29,0.83,360,2.8
1972,05/01/1999,5,19,11.6,0,8.98,0.81,360,2.8
1973,05/01/1999,5,20,11.4,0,8.755,0.79,360,2.8
1974,05/01/1999,5,21,11.1,0,8.515,0.79,360,2.8
1975,05/01/1999,5,22,10.6,0,8.235,0.78,360,2.8
1976,05/01/1999,5,23,9.9,0,8,0.81,360,2.8
1977,05/01/1999,5,24,10.4,0,7.675,0.82,360,2.8
1978,06/01/1999,6,1,10.1,0,7.31,0.77,360,3.4
1979,06/01/1999,6,2,9.7,0,6.996,0.8,360,3.4
1980,06/01/1999,6,3,7.2,0,6.772,0.86,360,3.4
1981,06/01/1999,6,4,7.9,0,6.656,0.89,360,3.4
1982,06/01/1999,6,5,6.8,0,6.526,0.94,360,3.4
1983,06/01/1999,6,6,7,0,6.248,0.95,360,3.4
1984,06/01/1999,6,7,8.1,0,6.001,0.95,360,3.4
1985,06/01/1999,6,8,7.5,0,5.872,0.94,360,3.4
1986,06/01/1999,6,9,8.3,145.8888889,5.745,0.93,360,3.4
1987,06/01/1999,6,10,9.7,347.8888889,5.901,0.83,360,3.4
1988,06/01/1999,6,11,11.1,527.4444444,6.603,0.79,360,3.4
1989,06/01/1999,6,12,11.9,628.4444444,7.475,0.73,360,3.4
1990,06/01/1999,6,13,12.6,617.2222222,8.27,0.71,360,3.4
1991,06/01/1999,6,14,12.5,505,8.79,0.71,360,3.4
1992,06/01/1999,6,15,11.9,325.4444444,8.99,0.75,360,3.4
1993,06/01/1999,6,16,10.5,112.2222222,8.805,0.81,360,3.4
1994,06/01/1999,6,17,10.2,0,8.38,0.84,360,3.4
1995,06/01/1999,6,18,9.8,0,7.955,0.85,360,3.4
1996,06/01/1999,6,19,9.9,0,7.67,0.83,360,3.4
1997,06/01/1999,6,20,9.8,0,7.43,0.83,360,3.4
1998,06/01/1999,6,21,9.8,0,7.305,0.82,360,3.4
1999,06/01/1999,6,22,9.4,0,7.165,0.81,360,3.4
2000,06/01/1999,6,23,9.3,0,7.02,0.82,360,3.4
2001,06/01/1999,6,24,9.1,0,6.943,0.83,360,3.4
2002,07/01/1999,7,1,8.9,0,6.901,0.83,360,3.7
2003,07/01/1999,7,2,9.3,0,6.836,0.8,360,3.7
2004,07/01/1999,7,3,9.2,0,6.697,0.77,360,3.7
2005,07/01/1999,7,4,8.9,0,6.693,0.81,360,3.7
2006,07/01/1999,7,5,8.8,0,6.755,0.83,360,3.7
2007,07/01/1999,7,6,8.8,0,6.878,0.85,360,3.7
2008,07/01/1999,7,7,8.6,0,6.984,0.87,360,3.7
2009,07/01/1999,7,8,8,0,7.06,0.93,360,3.7
2010,07/01/1999,7,9,7.8,11.22222222,7.165,0.96,360,3.7
2011,07/01/1999,7,10,7.5,11.22222222,7.295,0.97,360,3.7
2012,07/01/1999,7,11,7.4,101,7.405,0.98,360,3.7
2013,07/01/1999,7,12,7.9,179.5555556,7.63,0.97,360,3.7
2014,07/01/1999,7,13,7.7,101,7.94,0.94,360,3.7
2015,07/01/1999,7,14,8,123.4444444,8.02,0.95,360,3.7
2016,07/01/1999,7,15,8,168.3333333,8.105,0.91,360,3.7
2017,07/01/1999,7,16,7.5,78.55555556,8.13,0.94,360,3.7
2018,07/01/1999,7,17,7,0,7.85,0.95,360,3.7
2019,07/01/1999,7,18,7.4,0,7.365,0.93,360,3.7
2020,07/01/1999,7,19,7.3,0,7.17,0.92,360,3.7
2021,07/01/1999,7,20,7.2,0,7.125,0.92,360,3.7
2022,07/01/1999,7,21,7.1,0,7.09,0.95,360,3.7
2023,07/01/1999,7,22,7.2,0,7.08,0.95,360,3.7
2024,07/01/1999,7,23,7.6,0,7.11,0.95,360,3.7
2025,07/01/1999,7,24,7.7,0,7.19,0.96,360,3.7
2026,08/01/1999,8,1,7.9,0,7.28,0.96,360,4.7
2027,08/01/1999,8,2,7.5,0,7.38,0.98,360,4.7
2028,08/01/1999,8,3,6.6,0,7.46,0.98,360,4.7
2029,08/01/1999,8,4,6.3,0,7.34,0.97,360,4.7
2030,08/01/1999,8,5,6.2,0,7.1,0.94,360,4.7
2031,08/01/1999,8,6,5.7,0,6.82,0.94,360,4.7
2032,08/01/1999,8,7,5.1,0,6.296,0.96,360,4.7
2033,08/01/1999,8,8,4.8,0,5.831,0.96,360,4.7
2034,08/01/1999,8,9,5.8,145.8888889,5.547,0.93,360,4.7
2035,08/01/1999,8,10,6.2,202,5.617,0.91,360,4.7
2036,08/01/1999,8,11,7.2,460.1111111,5.851,0.88,360,4.7
2037,08/01/1999,8,12,6.8,258.1111111,6.41,0.87,360,4.7
2038,08/01/1999,8,13,7.1,303,6.681,0.85,360,4.7
2039,08/01/1999,8,14,7.1,258.1111111,6.925,0.87,360,4.7
2040,08/01/1999,8,15,7,101,7.035,0.87,360,4.7
2041,08/01/1999,8,16,6.6,33.66666667,6.917,0.88,360,4.7
2042,08/01/1999,8,17,6.3,0,6.679,0.89,360,4.7
2043,08/01/1999,8,18,6.2,0,6.374,0.88,360,4.7
2044,08/01/1999,8,19,6.2,0,6.062,0.88,360,4.7
2045,08/01/1999,8,20,6.6,0,5.842,0.86,360,4.7
2046,08/01/1999,8,21,6.1,0,5.871,0.87,360,4.7
2047,08/01/1999,8,22,5.9,0,5.785,0.89,360,4.7
2048,08/01/1999,8,23,6.1,0,5.554,0.87,360,4.7
2049,08/01/1999,8,24,5.8,0,5.569,0.88,360,4.7
2050,09/01/1999,9,1,5.7,0,5.562,0.91,360,2.9
2051,09/01/1999,9,2,5.4,0,5.604,0.92,360,2.9
2052,09/01/1999,9,3,4.9,0,5.612,0.93,360,2.9
2053,09/01/1999,9,4,5,0,5.558,0.95,360,2.9
2054,09/01/1999,9,5,4.8,0,5.495,0.94,360,2.9
2055,09/01/1999,9,6,4.6,0,5.434,0.94,360,2.9
2056,09/01/1999,9,7,4.1,0,5.386,0.93,360,2.9
2057,09/01/1999,9,8,3.8,0,5.285,0.94,360,2.9
2058,09/01/1999,9,9,4,78.55555556,5.108,0.94,360,2.9
2059,09/01/1999,9,10,4.4,112.2222222,4.99,0.94,360,2.9
2060,09/01/1999,9,11,5.2,224.4444444,5.033,0.89,360,2.9
2061,09/01/1999,9,12,5.1,303,5.433,0.85,360,2.9
2062,09/01/1999,9,13,5.5,381.5555556,5.887,0.82,360,2.9
2063,09/01/1999,9,14,5.2,269.3333333,6.191,0.87,360,2.9
2064,09/01/1999,9,15,4.2,258.1111111,6.255,0.88,360,2.9
2065,09/01/1999,9,16,3.6,56.11111111,6.271,0.91,360,2.9
2066,09/01/1999,9,17,2.3,0,5.673,0.95,360,2.9
2067,09/01/1999,9,18,1.5,0,5.025,0.95,360,2.9
2068,09/01/1999,9,19,1.9,0,4.388,0.96,360,2.9
2069,09/01/1999,9,20,1,0,3.809,0.97,360,2.9
2070,09/01/1999,9,21,0.7,0,3.34,0.98,360,2.9
2071,09/01/1999,9,22,0.5,0,2.984,0.99,360,2.9
2072,09/01/1999,9,23,0.7,0,2.813,0.99,360,2.9
2073,09/01/1999,9,24,1,0,2.798,1,360,2.9
2074,10/01/1999,10,1,1.1,0,2.863,1,360,3.7
2075,10/01/1999,10,2,1.1,0,3.005,1,360,3.7
2076,10/01/1999,10,3,1.1,0,3.106,1,360,3.7
2077,10/01/1999,10,4,1.1,0,3.131,0.99,360,3.7
2078,10/01/1999,10,5,0.8,0,3.172,1,360,3.7
2079,10/01/1999,10,6,0.8,0,3.181,1,360,3.7
2080,10/01/1999,10,7,0.7,0,3.141,1,360,3.7
2081,10/01/1999,10,8,0.3,0,3.116,1,360,3.7
2082,10/01/1999,10,9,-0.1,56.11111111,2.985,0.98,360,3.7
2083,10/01/1999,10,10,-0.6,101,2.808,0.96,360,3.7
2084,10/01/1999,10,11,-0.7,112.2222222,2.833,0.94,360,3.7
2085,10/01/1999,10,12,-0.2,190.7777778,2.917,0.91,360,3.7
2086,10/01/1999,10,13,0.3,258.1111111,3.137,0.89,360,3.7
2087,10/01/1999,10,14,0.6,213.2222222,3.31,0.84,360,3.7
2088,10/01/1999,10,15,0.6,190.7777778,3.232,0.85,360,3.7
2089,10/01/1999,10,16,0.1,56.11111111,3.068,0.89,360,3.7
2090,10/01/1999,10,17,0.4,0,2.824,0.9,360,3.7
2091,10/01/1999,10,18,0.8,0,2.606,0.89,360,3.7
2092,10/01/1999,10,19,0.8,0,2.525,0.9,360,3.7
2093,10/01/1999,10,20,0.3,0,2.418,0.91,360,3.7
2094,10/01/1999,10,21,0,0,2.237,0.91,360,3.7
2095,10/01/1999,10,22,-0.3,0,2.085,0.9,360,3.7
2096,10/01/1999,10,23,-0.5,0,2.016,0.89,360,3.7
2097,10/01/1999,10,24,-0.4,0,1.935,0.88,360,3.7
2098,11/01/1999,11,1,-0.6,0,1.866,0.87,360,4.4
2099,11/01/1999,11,2,-0.7,0,1.814,0.88,360,4.4
2100,11/01/1999,11,3,-0.7,0,1.759,0.89,360,4.4
2101,11/01/1999,11,4,-0.8,0,1.712,0.9,360,4.4
2102,11/01/1999,11,5,-0.7,0,1.671,0.85,360,4.4
2103,11/01/1999,11,6,-0.8,0,1.625,0.86,360,4.4
2104,11/01/1999,11,7,-0.9,0,1.579,0.87,360,4.4
2105,11/01/1999,11,8,-1,0,1.525,0.88,360,4.4
2106,11/01/1999,11,9,-0.7,78.55555556,1.468,0.88,360,4.4
2107,11/01/1999,11,10,-0.2,213.2222222,1.437,0.83,360,4.4
2108,11/01/1999,11,11,0.3,314.2222222,1.43,0.77,360,4.4
2109,11/01/1999,11,12,0.9,370.3333333,1.432,0.74,360,4.4
2110,11/01/1999,11,13,1.1,437.6666667,1.477,0.72,360,4.4
2111,11/01/1999,11,14,1,280.5555556,1.578,0.69,360,4.4
2112,11/01/1999,11,15,1.2,235.6666667,1.546,0.68,360,4.4
2113,11/01/1999,11,16,0.5,134.6666667,1.484,0.71,360,4.4
2114,11/01/1999,11,17,-0.2,0,1.422,0.73,360,4.4
2115,11/01/1999,11,18,-0.6,0,1.346,0.76,360,4.4
2116,11/01/1999,11,19,-1.2,0,1.256,0.79,360,4.4
2117,11/01/1999,11,20,-1.2,0,1.164,0.81,360,4.4
2118,11/01/1999,11,21,-1.4,0,1.077,0.84,360,4.4
2119,11/01/1999,11,22,-1.4,0,0.999,0.9,360,4.4
2120,11/01/1999,11,23,-1.5,0,0.952,0.91,360,4.4
2121,11/01/1999,11,24,-1.9,0,0.922,0.94,360,4.4
2122,12/01/1999,12,1,-2.6,0,0.872,0.97,360,5
2123,12/01/1999,12,2,-2.2,0,0.82,0.99,360,5
2124,12/01/1999,12,3,-2.1,0,0.765,0.99,360,5
2125,12/01/1999,12,4,-2.7,0,0.705,1,360,5
2126,12/01/1999,12,5,-2.5,0,0.645,1,360,5
2127,12/01/1999,12,6,-1.7,0,0.58,1,360,5
2128,12/01/1999,12,7,-1.7,0,0.514,1,360,5
2129,12/01/1999,12,8,-1,22.44444444,0.453,1,360,5
2130,12/01/1999,12,9,-0.3,157.1111111,0.409,0.98,360,5
2131,12/01/1999,12,10,-0.2,145.8888889,0.428,0.96,360,5
2132,12/01/1999,12,11,-0.5,168.3333333,0.454,0.97,360,5
2133,12/01/1999,12,12,0,190.7777778,0.479,0.94,360,5
2134,12/01/1999,12,13,0.2,224.4444444,0.499,0.85,360,5
2135,12/01/1999,12,14,0.1,168.3333333,0.52,0.81,360,5
2136,12/01/1999,12,15,-0.2,123.4444444,0.533,0.87,360,5
2137,12/01/1999,12,16,-0.9,33.66666667,0.552,0.94,360,5
2138,12/01/1999,12,17,-1.6,0,0.57,0.99,360,5
2139,12/01/1999,12,18,-1.2,0,0.588,1,360,5
2140,12/01/1999,12,19,-0.6,0,0.594,1,360,5
2141,12/01/1999,12,20,0,0,0.61,1,360,5
2142,12/01/1999,12,21,0.9,0,0.622,1,360,5
2143,12/01/1999,12,22,1.3,0,0.637,1,360,5
2144,12/01/1999,12,23,2,0,0.65,0.98,360,5
2145,12/01/1999,12,24,1.8,0,0.667,0.98,360,5
2146,13/01/1999,13,1,1.7,0,0.681,0.98,360,4.3
2147,13/01/1999,13,2,0.8,0,0.697,0.99,360,4.3
2148,13/01/1999,13,3,1.1,0,0.704,0.99,360,4.3
2149,13/01/1999,13,4,1.1,0,0.719,0.98,360,4.3
2150,13/01/1999,13,5,0.2,0,0.729,0.99,360,4.3
2151,13/01/1999,13,6,0.1,0,0.737,0.98,360,4.3
2152,13/01/1999,13,7,1.5,0,0.746,0.98,360,4.3
2153,13/01/1999,13,8,0.7,0,0.754,0.98,360,4.3
2154,13/01/1999,13,9,2.3,179.5555556,0.764,0.96,360,4.3
2155,13/01/1999,13,10,2.1,235.6666667,0.768,0.94,360,4.3
2156,13/01/1999,13,11,3.4,549.8888889,0.775,0.91,360,4.3
2157,13/01/1999,13,12,3,258.1111111,0.793,0.94,360,4.3
2158,13/01/1999,13,13,4.5,516.2222222,0.802,0.89,360,4.3
