t,Date,DOY,hour,air_temperature,PARi,soil_temperature,humidity,ambient_CO2,Wind
2159,13/01/1999,13,14,4.4,370.3333333,0.797,0.87,360,4.3
2160,13/01/1999,13,15,4.4,134.6666667,0.793,0.86,360,4.3
2161,13/01/1999,13,16,3.8,33.66666667,0.802,0.91,360,4.3
2162,13/01/1999,13,17,3.8,0,0.889,0.94,360,4.3
2163,13/01/1999,13,18,3.9,0,1.15,0.94,360,4.3
2164,13/01/1999,13,19,4.1,0,1.649,0.96,360,4.3
2165,13/01/1999,13,20,4.4,0,2.057,0.96,360,4.3
2166,13/01/1999,13,21,5,0,2.401,0.96,360,4.3
2167,13/01/1999,13,22,4.8,0,2.728,0.97,360,4.3
2168,13/01/1999,13,23,5.3,0,3.045,0.98,360,4.3
2169,13/01/1999,13,24,6.3,0,3.326,0.98,360,4.3
2170,14/01/1999,14,1,7.2,0,3.658,0.96,360,4.5
2171,14/01/1999,14,2,6.9,0,4.013,0.96,360,4.5
2172,14/01/1999,14,3,6.7,0,4.13,0.96,360,4.5
2173,14/01/1999,14,4,6.2,0,4.142,0.95,360,4.5
2174,14/01/1999,14,5,6.3,0,4.095,0.95,360,4.5
2175,14/01/1999,14,6,5.3,0,4.027,0.95,360,4.5
2176,14/01/1999,14,7,5.1,0,3.747,0.93,360,4.5
2177,14/01/1999,14,8,4.6,0,3.567,0.94,360,4.5
2178,14/01/1999,14,9,5.2,123.4444444,3.413,0.91,360,4.5
2179,14/01/1999,14,10,6.3,392.7777778,3.518,0.88,360,4.5
2180,14/01/1999,14,11,7.3,572.3333333,4.115,0.86,360,4.5
2181,14/01/1999,14,12,7.5,460.1111111,4.922,0.83,360,4.5
2182,14/01/1999,14,13,8.1,527.4444444,5.475,0.79,360,4.5
2183,14/01/1999,14,14,7.8,516.2222222,5.765,0.77,360,4.5
2184,14/01/1999,14,15,8,224.4444444,5.85,0.77,360,4.5
2185,14/01/1999,14,16,6.8,134.6666667,5.463,0.78,360,4.5
2186,14/01/1999,14,17,6.1,11.22222222,4.971,0.81,360,4.5
2187,14/01/1999,14,18,5.3,0,4.373,0.85,360,4.5
2188,14/01/1999,14,19,5.5,0,3.873,0.88,360,4.5
2189,14/01/1999,14,20,5.7,0,3.631,0.87,360,4.5
2190,14/01/1999,14,21,5.3,0,3.583,0.89,360,4.5
2191,14/01/1999,14,22,4.9,0,3.478,0.89,360,4.5
2192,14/01/1999,14,23,4.8,0,3.421,0.91,360,4.5
2193,14/01/1999,14,24,5.5,0,3.364,0.89,360,4.5
2194,15/01/1999,15,1,5.4,0,3.385,0.89,360,6.2
2195,15/01/1999,15,2,5.3,0,3.444,0.9,360,6.2
2196,15/01/1999,15,3,5.5,0,3.526,0.9,360,6.2
2197,15/01/1999,15,4,5.6,0,3.69,0.9,360,6.2
2198,15/01/1999,15,5,5.4,0,3.749,0.92,360,6.2
2199,15/01/1999,15,6,5.2,0,3.664,0.93,360,6.2
2200,15/01/1999,15,7,5.6,0,3.813,0.93,360,6.2
2201,15/01/1999,15,8,5,11.22222222,3.777,0.93,360,6.2
2202,15/01/1999,15,9,5.2,112.2222222,3.787,0.93,360,6.2
2203,15/01/1999,15,10,6.1,303,3.952,0.9,360,6.2
2204,15/01/1999,15,11,7.5,460.1111111,4.437,0.86,360,6.2
2205,15/01/1999,15,12,8.4,561.1111111,5.111,0.83,360,6.2
2206,15/01/1999,15,13,8.7,482.5555556,5.787,0.83,360,6.2
2207,15/01/1999,15,14,8.9,415.2222222,6.29,0.82,360,6.2
2208,15/01/1999,15,15,8.7,280.5555556,6.456,0.8,360,6.2
2209,15/01/1999,15,16,8.1,67.33333333,6.344,0.82,360,6.2
2210,15/01/1999,15,17,7.9,11.22222222,6.032,0.85,360,6.2
2211,15/01/1999,15,18,8.1,0,5.794,0.85,360,6.2
2212,15/01/1999,15,19,7.9,0,5.746,0.83,360,6.2
2213,15/01/1999,15,20,7.7,0,5.693,0.82,360,6.2
2214,15/01/1999,15,21,7.6,0,5.655,0.83,360,6.2
2215,15/01/1999,15,22,7.2,0,5.6,0.87,360,6.2
2216,15/01/1999,15,23,7.5,0,5.58,0.82,360,6.2
2217,15/01/1999,15,24,7.2,0,5.526,0.82,360,6.2
2218,16/01/1999,16,1,7.2,0,5.475,0.84,360,7.7
2219,16/01/1999,16,2,7.3,0,5.463,0.86,360,7.7
2220,16/01/1999,16,3,7.9,0,5.515,0.89,360,7.7
2221,16/01/1999,16,4,8.3,0,5.697,0.9,360,7.7
2222,16/01/1999,16,5,8.8,0,5.96,0.91,360,7.7
2223,16/01/1999,16,6,8.8,0,6.247,0.89,360,7.7
2224,16/01/1999,16,7,8.9,0,6.455,0.83,360,7.7
2225,16/01/1999,16,8,8.8,0,6.474,0.79,360,7.7
2226,16/01/1999,16,9,9,33.66666667,6.334,0.77,360,7.7
2227,16/01/1999,16,10,9.1,89.77777778,6.327,0.78,360,7.7
2228,16/01/1999,16,11,9.3,157.1111111,6.468,0.79,360,7.7
2229,16/01/1999,16,12,9.9,280.5555556,6.704,0.78,360,7.7
2230,16/01/1999,16,13,9.4,179.5555556,7.054,0.84,360,7.7
2231,16/01/1999,16,14,9.2,78.55555556,7.16,0.86,360,7.7
2232,16/01/1999,16,15,9.3,67.33333333,7.145,0.84,360,7.7
2233,16/01/1999,16,16,8.7,33.66666667,7.125,0.88,360,7.7
2234,16/01/1999,16,17,8.4,0,7.09,0.91,360,7.7
2235,16/01/1999,16,18,8.1,0,7.023,0.91,360,7.7
2236,16/01/1999,16,19,8,0,6.893,0.89,360,7.7
2237,16/01/1999,16,20,7.8,0,6.757,0.91,360,7.7
2238,16/01/1999,16,21,8.2,0,6.71,0.92,360,7.7
2239,16/01/1999,16,22,7.9,0,6.734,0.93,360,7.7
2240,16/01/1999,16,23,7,0,6.782,0.95,360,7.7
2241,16/01/1999,16,24,6.4,0,6.772,0.97,360,7.7
2242,17/01/1999,17,1,6.4,0,6.607,0.98,360,2.4
2243,17/01/1999,17,2,6.3,0,6.434,0.94,360,2.4
2244,17/01/1999,17,3,6.1,0,6.234,0.89,360,2.4
2245,17/01/1999,17,4,5.9,0,5.999,0.89,360,2.4
2246,17/01/1999,17,5,5.7,0,5.828,0.89,360,2.4
2247,17/01/1999,17,6,5.1,0,5.702,0.93,360,2.4
2248,17/01/1999,17,7,4.9,0,5.548,0.95,360,2.4
2249,17/01/1999,17,8,4.9,0,5.412,0.95,360,2.4
2250,17/01/1999,17,9,4.9,22.44444444,5.302,0.95,360,2.4
2251,17/01/1999,17,10,5.3,67.33333333,5.314,0.95,360,2.4
2252,17/01/1999,17,11,5.7,157.1111111,5.462,0.93,360,2.4
2253,17/01/1999,17,12,6.3,157.1111111,5.715,0.91,360,2.4
2254,17/01/1999,17,13,6.8,291.7777778,6.012,0.89,360,2.4
2255,17/01/1999,17,14,7,314.2222222,6.383,0.87,360,2.4
2256,17/01/1999,17,15,7.1,179.5555556,6.654,0.88,360,2.4
2257,17/01/1999,17,16,7.1,67.33333333,6.704,0.88,360,2.4
2258,17/01/1999,17,17,6.5,11.22222222,6.524,0.9,360,2.4
2259,17/01/1999,17,18,6.6,0,6.116,0.89,360,2.4
2260,17/01/1999,17,19,5.4,0,5.963,0.91,360,2.4
2261,17/01/1999,17,20,4.5,0,5.533,0.94,360,2.4
2262,17/01/1999,17,21,4.6,0,4.896,0.95,360,2.4
2263,17/01/1999,17,22,3.9,0,4.27,0.96,360,2.4
2264,17/01/1999,17,23,3.8,0,3.725,0.97,360,2.4
2265,17/01/1999,17,24,3.2,0,3.296,0.98,360,2.4
2266,18/01/1999,18,1,1.8,0,2.926,0.99,360,3.3
2267,18/01/1999,18,2,2.2,0,2.658,1,360,3.3
2268,18/01/1999,18,3,2.7,0,2.475,1,360,3.3
2269,18/01/1999,18,4,1.7,0,2.323,1,360,3.3
2270,18/01/1999,18,5,0.5,0,2.203,1,360,3.3
2271,18/01/1999,18,6,0.6,0,2.107,1,360,3.3
2272,18/01/1999,18,7,-0.4,0,2.006,1,360,3.3
2273,18/01/1999,18,8,0.3,11.22222222,1.913,1,360,3.3
2274,18/01/1999,18,9,0.8,269.3333333,1.832,1,360,3.3
2275,18/01/1999,18,10,4.8,448.8888889,1.789,0.99,360,3.3
2276,18/01/1999,18,11,6.1,606,1.989,0.83,360,3.3
2277,18/01/1999,18,12,7.5,740.6666667,2.906,0.77,360,3.3
2278,18/01/1999,18,13,7.8,729.4444444,4.188,0.73,360,3.3
2279,18/01/1999,18,14,7.8,606,5.088,0.73,360,3.3
2280,18/01/1999,18,15,7.3,381.5555556,5.41,0.78,360,3.3
2281,18/01/1999,18,16,6.2,101,5.222,0.83,360,3.3
2282,18/01/1999,18,17,5.6,0,4.838,0.86,360,3.3
2283,18/01/1999,18,18,4.8,0,4.551,0.92,360,3.3
2284,18/01/1999,18,19,4.9,0,4.337,0.9,360,3.3
2285,18/01/1999,18,20,5.3,0,4.14,0.89,360,3.3
2286,18/01/1999,18,21,5.4,0,4.126,0.87,360,3.3
2287,18/01/1999,18,22,5.7,0,4.178,0.87,360,3.3
2288,18/01/1999,18,23,6.2,0,4.28,0.86,360,3.3
2289,18/01/1999,18,24,6.3,0,4.386,0.87,360,3.3
2290,19/01/1999,19,1,6,0,4.445,0.88,360,6.8
2291,19/01/1999,19,2,5.6,0,4.502,0.89,360,6.8
2292,19/01/1999,19,3,6.2,0,4.535,0.89,360,6.8
2293,19/01/1999,19,4,6.1,0,4.614,0.9,360,6.8
2294,19/01/1999,19,5,6,0,4.591,0.9,360,6.8
2295,19/01/1999,19,6,5.4,0,4.537,0.91,360,6.8
2296,19/01/1999,19,7,5.6,0,4.486,0.91,360,6.8
2297,19/01/1999,19,8,6.1,11.22222222,4.509,0.91,360,6.8
2298,19/01/1999,19,9,6.5,123.4444444,4.694,0.9,360,6.8
2299,19/01/1999,19,10,6.6,145.8888889,5.022,0.89,360,6.8
2300,19/01/1999,19,11,7.4,280.5555556,5.379,0.87,360,6.8
2301,19/01/1999,19,12,7.9,347.8888889,5.873,0.83,360,6.8
2302,19/01/1999,19,13,8.8,426.4444444,6.247,0.79,360,6.8
2303,19/01/1999,19,14,8.8,269.3333333,6.563,0.77,360,6.8
2304,19/01/1999,19,15,8.5,157.1111111,6.653,0.82,360,6.8
2305,19/01/1999,19,16,8.6,67.33333333,6.594,0.8,360,6.8
2306,19/01/1999,19,17,8.6,0,6.484,0.81,360,6.8
2307,19/01/1999,19,18,8.7,0,6.368,0.83,360,6.8
2308,19/01/1999,19,19,8.8,0,6.344,0.82,360,6.8
2309,19/01/1999,19,20,8.7,0,6.323,0.81,360,6.8
2310,19/01/1999,19,21,8.7,0,6.314,0.81,360,6.8
2311,19/01/1999,19,22,8.8,0,6.331,0.8,360,6.8
2312,19/01/1999,19,23,8.5,0,6.324,0.82,360,6.8
2313,19/01/1999,19,24,8.2,0,6.31,0.86,360,6.8
2314,20/01/1999,20,1,8.1,0,6.288,0.88,360,3.9
2315,20/01/1999,20,2,8.3,0,6.305,0.9,360,3.9
2316,20/01/1999,20,3,8.6,0,6.376,0.93,360,3.9
2317,20/01/1999,20,4,8.5,0,6.527,0.93,360,3.9
2318,20/01/1999,20,5,8.1,0,6.7,0.93,360,3.9
2319,20/01/1999,20,6,7.9,0,6.75,0.88,360,3.9
2320,20/01/1999,20,7,8,0,6.689,0.78,360,3.9
2321,20/01/1999,20,8,8.1,11.22222222,6.518,0.7,360,3.9
2322,20/01/1999,20,9,8.4,67.33333333,6.301,0.68,360,3.9
2323,20/01/1999,20,10,9.1,123.4444444,6.294,0.56,360,3.9
2324,20/01/1999,20,11,9.7,258.1111111,6.452,0.57,360,3.9
2325,20/01/1999,20,12,9.8,291.7777778,6.771,0.6,360,3.9
2326,20/01/1999,20,13,11,303,6.998,0.62,360,3.9
2327,20/01/1999,20,14,10.9,314.2222222,7.325,0.64,360,3.9
2328,20/01/1999,20,15,10.6,179.5555556,7.62,0.67,360,3.9
2329,20/01/1999,20,16,10.3,44.88888889,7.575,0.69,360,3.9
2330,20/01/1999,20,17,10.1,0,7.34,0.71,360,3.9
2331,20/01/1999,20,18,9.7,0,7.145,0.78,360,3.9
2332,20/01/1999,20,19,9.2,0,7.05,0.83,360,3.9
2333,20/01/1999,20,20,9,0,7.02,0.84,360,3.9
2334,20/01/1999,20,21,9.3,0,7.025,0.82,360,3.9
2335,20/01/1999,20,22,9.2,0,7.04,0.83,360,3.9
2336,20/01/1999,20,23,9,0,7.007,0.84,360,3.9
2337,20/01/1999,20,24,8.8,0,6.974,0.85,360,3.9
2338,21/01/1999,21,1,8.4,0,6.956,0.9,360,1
2339,21/01/1999,21,2,8.3,0,6.95,0.88,360,1
2340,21/01/1999,21,3,8.1,0,6.889,0.9,360,1
2341,21/01/1999,21,4,7.8,0,6.696,0.88,360,1
2342,21/01/1999,21,5,7.7,0,6.472,0.88,360,1
2343,21/01/1999,21,6,8.1,0,6.406,0.88,360,1
2344,21/01/1999,21,7,8,0,6.431,0.88,360,1
2345,21/01/1999,21,8,7.1,0,6.398,0.9,360,1
2346,21/01/1999,21,9,8,78.55555556,6.225,0.86,360,1
2347,21/01/1999,21,10,7.9,101,6.374,0.87,360,1
2348,21/01/1999,21,11,9.7,134.6666667,6.659,0.81,360,1
2349,21/01/1999,21,12,9.9,336.6666667,7.047,0.83,360,1
2350,21/01/1999,21,13,10.6,448.8888889,7.94,0.77,360,1
2351,21/01/1999,21,14,10.8,325.4444444,8.82,0.78,360,1
2352,21/01/1999,21,15,10.5,202,9.155,0.82,360,1
2353,21/01/1999,21,16,10.2,67.33333333,9.03,0.81,360,1
2354,21/01/1999,21,17,9.2,11.22222222,8.61,0.86,360,1
2355,21/01/1999,21,18,8.7,0,8.035,0.87,360,1
2356,21/01/1999,21,19,7.5,0,7.435,0.92,360,1
2357,21/01/1999,21,20,7.5,0,6.922,0.94,360,1
2358,21/01/1999,21,21,6.1,0,6.488,0.96,360,1
2359,21/01/1999,21,22,5.8,0,6.06,0.97,360,1
2360,21/01/1999,21,23,4.9,0,5.643,0.99,360,1
2361,21/01/1999,21,24,4.7,0,5.258,0.99,360,1
2362,22/01/1999,22,1,5,0,5.074,1,360,1.4
2363,22/01/1999,22,2,5.2,0,5.125,1,360,1.4
2364,22/01/1999,22,3,5.6,0,5.173,1,360,1.4
2365,22/01/1999,22,4,6,0,5.365,1,360,1.4
2366,22/01/1999,22,5,6.4,0,5.59,1,360,1.4
2367,22/01/1999,22,6,6.6,0,5.797,1,360,1.4
2368,22/01/1999,22,7,6.5,0,5.953,1,360,1.4
2369,22/01/1999,22,8,6.6,0,6.032,1,360,1.4
2370,22/01/1999,22,9,6.6,78.55555556,6.078,1,360,1.4
2371,22/01/1999,22,10,7,134.6666667,6.259,1,360,1.4
2372,22/01/1999,22,11,7.5,123.4444444,6.574,1,360,1.4
2373,22/01/1999,22,12,7.9,168.3333333,6.975,1,360,1.4
2374,22/01/1999,22,13,8.2,213.2222222,7.5,1,360,1.4
2375,22/01/1999,22,14,8.4,101,7.88,1,360,1.4
2376,22/01/1999,22,15,8.6,78.55555556,7.985,0.98,360,1.4
2377,22/01/1999,22,16,8.4,44.88888889,8.01,0.97,360,1.4
2378,22/01/1999,22,17,7.9,0,7.93,0.97,360,1.4
2379,22/01/1999,22,18,7.7,0,7.74,0.97,360,1.4
2380,22/01/1999,22,19,7.5,0,7.575,0.98,360,1.4
2381,22/01/1999,22,20,7.3,0,7.455,0.98,360,1.4
2382,22/01/1999,22,21,7.3,0,7.36,0.98,360,1.4
2383,22/01/1999,22,22,7,0,7.28,0.98,360,1.4
2384,22/01/1999,22,23,7.3,0,7.2,0.97,360,1.4
2385,22/01/1999,22,24,7.1,0,7.13,0.96,360,1.4
2386,23/01/1999,23,1,7.1,0,7.06,0.95,360,2.1
2387,23/01/1999,23,2,6.9,0,6.994,0.95,360,2.1
2388,23/01/1999,23,3,6.6,0,6.918,0.96,360,2.1
2389,23/01/1999,23,4,6,0,6.795,0.96,360,2.1
2390,23/01/1999,23,5,5.7,0,6.522,0.97,360,2.1
2391,23/01/1999,23,6,5.8,0,6.297,0.98,360,2.1
2392,23/01/1999,23,7,5.9,0,6.227,0.98,360,2.1
2393,23/01/1999,23,8,5.9,11.22222222,6.231,0.99,360,2.1
2394,23/01/1999,23,9,6.4,78.55555556,6.324,0.99,360,2.1
2395,23/01/1999,23,10,6.8,157.1111111,6.583,0.98,360,2.1
2396,23/01/1999,23,11,7.1,370.3333333,6.966,0.95,360,2.1
2397,23/01/1999,23,12,7.9,583.5555556,7.58,0.89,360,2.1
2398,23/01/1999,23,13,7.7,448.8888889,8.06,0.86,360,2.1
2399,23/01/1999,23,14,7.5,527.4444444,8.47,0.86,360,2.1
2400,23/01/1999,23,15,6.6,392.7777778,8.475,0.9,360,2.1
2401,23/01/1999,23,16,5.7,101,7.955,0.94,360,2.1
2402,23/01/1999,23,17,4.8,11.22222222,7.395,0.96,360,2.1
2403,23/01/1999,23,18,4.3,0,6.916,0.97,360,2.1
2404,23/01/1999,23,19,3.7,0,6.56,0.98,360,2.1
2405,23/01/1999,23,20,3.6,0,6.247,0.99,360,2.1
2406,23/01/1999,23,21,3.9,0,5.988,0.99,360,2.1
2407,23/01/1999,23,22,4.1,0,5.837,0.99,360,2.1
2408,23/01/1999,23,23,4.3,0,5.769,1,360,2.1
2409,23/01/1999,23,24,4.5,0,5.753,1,360,2.1
2410,24/01/1999,24,1,4.6,0,5.746,1,360,3.9
2411,24/01/1999,24,2,5,0,5.747,1,360,3.9
2412,24/01/1999,24,3,5.4,0,5.777,1,360,3.9
2413,24/01/1999,24,4,5.6,0,5.842,1,360,3.9
2414,24/01/1999,24,5,5.9,0,5.914,1,360,3.9
2415,24/01/1999,24,6,5.9,0,5.991,1,360,3.9
2416,24/01/1999,24,7,5.7,0,6.052,1,360,3.9
2417,24/01/1999,24,8,5.8,0,6.087,1,360,3.9
2418,24/01/1999,24,9,6,22.44444444,6.13,1,360,3.9
2419,24/01/1999,24,10,6.4,56.11111111,6.24,1,360,3.9
2420,24/01/1999,24,11,6.8,112.2222222,6.418,0.99,360,3.9
2421,24/01/1999,24,12,7.2,145.8888889,6.705,0.99,360,3.9
2422,24/01/1999,24,13,7.7,157.1111111,7.019,0.99,360,3.9
2423,24/01/1999,24,14,8.2,202,7.305,0.98,360,3.9
2424,24/01/1999,24,15,8.6,123.4444444,7.625,0.98,360,3.9
2425,24/01/1999,24,16,8.8,44.88888889,7.805,0.98,360,3.9
2426,24/01/1999,24,17,8.8,11.22222222,7.85,0.98,360,3.9
2427,24/01/1999,24,18,9,0,7.85,0.98,360,3.9
2428,24/01/1999,24,19,9.1,0,7.9,0.98,360,3.9
2429,24/01/1999,24,20,9.2,0,7.985,0.98,360,3.9
2430,24/01/1999,24,21,9.6,0,8.07,0.97,360,3.9
2431,24/01/1999,24,22,9.9,0,8.17,0.96,360,3.9
2432,24/01/1999,24,23,9.9,0,8.31,0.97,360,3.9
2433,24/01/1999,24,24,9.9,0,8.435,0.96,360,3.9
2434,25/01/1999,25,1,10.1,0,8.525,0.96,360,5.8
2435,25/01/1999,25,2,10,0,8.615,0.97,360,5.8
2436,25/01/1999,25,3,10.1,0,8.71,0.96,360,5.8
2437,25/01/1999,25,4,10.4,0,8.8,0.95,360,5.8
2438,25/01/1999,25,5,10.4,0,8.85,0.94,360,5.8
2439,25/01/1999,25,6,10.5,0,8.86,0.93,360,5.8
2440,25/01/1999,25,7,10.3,0,8.835,0.93,360,5.8
2441,25/01/1999,25,8,10.3,0,8.81,0.92,360,5.8
2442,25/01/1999,25,9,11.1,89.77777778,8.82,0.88,360,5.8
2443,25/01/1999,25,10,11.6,303,9,0.85,360,5.8
2444,25/01/1999,25,11,12.3,213.2222222,9.345,0.81,360,5.8
2445,25/01/1999,25,12,12.8,359.1111111,9.605,0.8,360,5.8
2446,25/01/1999,25,13,13,258.1111111,9.94,0.79,360,5.8
2447,25/01/1999,25,14,12.9,202,10.07,0.81,360,5.8
2448,25/01/1999,25,15,12.2,44.88888889,10.12,0.87,360,5.8
2449,25/01/1999,25,16,12.1,67.33333333,10.075,0.89,360,5.8
2450,25/01/1999,25,17,11.8,0,10.085,0.91,360,5.8
2451,25/01/1999,25,18,11.5,0,10.025,0.95,360,5.8
2452,25/01/1999,25,19,8.7,11.22222222,9.985,0.95,360,5.8
2453,25/01/1999,25,20,8.6,0,9.765,0.97,360,5.8
2454,25/01/1999,25,21,8.3,0,9.385,0.98,360,5.8
2455,25/01/1999,25,22,7.4,0,9.11,0.97,360,5.8
2456,25/01/1999,25,23,6.7,0,8.745,0.97,360,5.8
2457,25/01/1999,25,24,6.3,0,8.37,0.98,360,5.8
2458,26/01/1999,26,1,5.8,0,8.015,0.98,360,4.6
2459,26/01/1999,26,2,5.8,0,7.71,0.98,360,4.6
2460,26/01/1999,26,3,5.7,0,7.48,0.97,360,4.6
2461,26/01/1999,26,4,5.5,0,7.27,0.97,360,4.6
2462,26/01/1999,26,5,4.9,0,7.016,0.97,360,4.6
2463,26/01/1999,26,6,5.2,0,6.602,0.96,360,4.6
2464,26/01/1999,26,7,5.2,0,6.442,0.96,360,4.6
2465,26/01/1999,26,8,5,0,6.32,0.97,360,4.6
2466,26/01/1999,26,9,5.5,89.77777778,6.104,0.97,360,4.6
2467,26/01/1999,26,10,5.9,235.6666667,6.171,1,360,4.6
2468,26/01/1999,26,11,6.8,404,6.513,1,360,4.6
2469,26/01/1999,26,12,7.4,538.6666667,7.1,0.98,360,4.6
2470,26/01/1999,26,13,8.3,751.8888889,7.635,0.74,360,4.6
2471,26/01/1999,26,14,8.5,594.7777778,8.03,0.71,360,4.6
2472,26/01/1999,26,15,8.1,280.5555556,8.075,0.71,360,4.6
2473,26/01/1999,26,16,8.1,101,7.825,0.73,360,4.6
2474,26/01/1999,26,17,7.4,22.44444444,7.505,0.77,360,4.6
2475,26/01/1999,26,18,7.4,0,7.1,0.78,360,4.6
2476,26/01/1999,26,19,7.5,0,6.834,0.79,360,4.6
2477,26/01/1999,26,20,8,0,6.752,0.78,360,4.6
2478,26/01/1999,26,21,7.5,0,6.789,0.83,360,4.6
2479,26/01/1999,26,22,7.7,0,6.843,0.81,360,4.6
2480,26/01/1999,26,23,5.7,0,6.805,0.8,360,4.6
2481,26/01/1999,26,24,5.3,0,6.313,0.83,360,4.6
2482,27/01/1999,27,1,5.4,0,5.872,0.78,360,4
2483,27/01/1999,27,2,5.4,0,5.628,0.75,360,4
2484,27/01/1999,27,3,5.2,0,5.407,0.75,360,4
2485,27/01/1999,27,4,4.9,0,5.266,0.76,360,4
2486,27/01/1999,27,5,4.9,0,5.13,0.73,360,4
2487,27/01/1999,27,6,4.8,0,5.02,0.74,360,4
2488,27/01/1999,27,7,4.6,0,4.899,0.75,360,4
2489,27/01/1999,27,8,4.3,11.22222222,4.707,0.74,360,4
2490,27/01/1999,27,9,4.8,89.77777778,4.455,0.71,360,4
2491,27/01/1999,27,10,5.5,246.8888889,4.632,0.73,360,4
2492,27/01/1999,27,11,6,426.4444444,5.162,0.68,360,4
2493,27/01/1999,27,12,6.2,448.8888889,5.749,0.68,360,4
2494,27/01/1999,27,13,6.8,796.7777778,6.247,0.68,360,4
2495,27/01/1999,27,14,7.2,370.3333333,7.021,0.67,360,4
2496,27/01/1999,27,15,7.1,370.3333333,6.889,0.62,360,4
2497,27/01/1999,27,16,6.6,168.3333333,6.646,0.67,360,4
2498,27/01/1999,27,17,5.7,11.22222222,6.277,0.7,360,4
2499,27/01/1999,27,18,4.9,0,5.792,0.74,360,4
2500,27/01/1999,27,19,5.8,0,5.443,0.72,360,4
2501,27/01/1999,27,20,5.8,0,5.255,0.73,360,4
2502,27/01/1999,27,21,6.2,0,5.218,0.74,360,4
2503,27/01/1999,27,22,5.6,0,5.265,0.87,360,4
2504,27/01/1999,27,23,5.8,0,5.393,0.92,360,4
2505,27/01/1999,27,24,6.6,0,5.567,0.93,360,4
2506,28/01/1999,28,1,7,0,5.759,0.92,360,4.9
2507,28/01/1999,28,2,7.1,0,5.964,0.93,360,4.9
2508,28/01/1999,28,3,7.3,0,6.158,0.94,360,4.9
2509,28/01/1999,28,4,8,0,6.325,0.95,360,4.9
2510,28/01/1999,28,5,7.9,0,6.525,0.96,360,4.9
2511,28/01/1999,28,6,8.4,0,6.768,0.96,360,4.9
2512,28/01/1999,28,7,9.3,0,6.985,0.92,360,4.9
2513,28/01/1999,28,8,9.6,0,7.21,0.91,360,4.9
2514,28/01/1999,28,9,9.8,22.44444444,7.44,0.89,360,4.9
2515,28/01/1999,28,10,10.4,89.77777778,7.67,0.86,360,4.9
2516,28/01/1999,28,11,10.5,101,7.97,0.85,360,4.9
2517,28/01/1999,28,12,10.8,56.11111111,8.195,0.81,360,4.9
2518,28/01/1999,28,13,10.7,44.88888889,8.285,0.8,360,4.9
2519,28/01/1999,28,14,10.2,101,8.3,0.85,360,4.9
2520,28/01/1999,28,15,9.6,67.33333333,8.355,0.85,360,4.9
2521,28/01/1999,28,16,9.4,22.44444444,8.355,0.87,360,4.9
2522,28/01/1999,28,17,8.8,11.22222222,8.215,0.76,360,4.9
2523,28/01/1999,28,18,8.4,0,7.8,0.79,360,4.9
2524,28/01/1999,28,19,8,0,7.355,0.76,360,4.9
2525,28/01/1999,28,20,7.1,0,6.876,0.8,360,4.9
2526,28/01/1999,28,21,5.7,0,6.363,0.86,360,4.9
2527,28/01/1999,28,22,4.2,0,5.818,0.87,360,4.9
2528,28/01/1999,28,23,3.6,0,5.301,0.91,360,4.9
2529,28/01/1999,28,24,3.2,0,4.853,0.9,360,4.9
2530,29/01/1999,29,1,3,0,4.48,0.92,360,2.2
2531,29/01/1999,29,2,3.5,0,4.155,0.91,360,2.2
2532,29/01/1999,29,3,3.5,0,3.885,0.93,360,2.2
2533,29/01/1999,29,4,2.8,0,3.828,0.91,360,2.2
2534,29/01/1999,29,5,2.4,0,3.801,0.93,360,2.2
2535,29/01/1999,29,6,2.7,0,3.609,0.94,360,2.2
2536,29/01/1999,29,7,2.2,0,3.428,0.94,360,2.2
2537,29/01/1999,29,8,2.2,22.44444444,3.288,0.95,360,2.2
2538,29/01/1999,29,9,3.1,101,3.212,0.96,360,2.2
2539,29/01/1999,29,10,4,101,3.611,0.93,360,2.2
2540,29/01/1999,29,11,3.7,89.77777778,4.179,0.86,360,2.2
2541,29/01/1999,29,12,3.5,325.4444444,4.555,0.76,360,2.2
2542,29/01/1999,29,13,3.8,830.4444444,5.296,0.71,360,2.2
2543,29/01/1999,29,14,4.3,572.3333333,6.031,0.65,360,2.2
2544,29/01/1999,29,15,3.5,404,6.142,0.65,360,2.2
2545,29/01/1999,29,16,2.5,202,5.972,0.68,360,2.2
2546,29/01/1999,29,17,1.3,44.88888889,5.243,0.7,360,2.2
2547,29/01/1999,29,18,0.3,0,4.276,0.73,360,2.2
2548,29/01/1999,29,19,-0.3,0,3.366,0.75,360,2.2
2549,29/01/1999,29,20,-0.6,0,2.777,0.76,360,2.2
2550,29/01/1999,29,21,-0.5,0,2.567,0.79,360,2.2
2551,29/01/1999,29,22,-0.5,0,2.408,0.75,360,2.2
2552,29/01/1999,29,23,-0.8,0,2.272,0.76,360,2.2
2553,29/01/1999,29,24,-0.7,0,2.171,0.73,360,2.2
2554,30/01/1999,30,1,-0.9,0,2.087,0.75,360,1.2
2555,30/01/1999,30,2,-1.4,0,2.006,0.75,360,1.2
2556,30/01/1999,30,3,-2.1,0,1.899,0.79,360,1.2
2557,30/01/1999,30,4,-2.9,0,1.756,0.82,360,1.2
2558,30/01/1999,30,5,-2.6,0,1.615,0.85,360,1.2
2559,30/01/1999,30,6,-3.1,0,1.485,0.87,360,1.2
